game_id,date,club_id,is_home,own_restday,opponent_restday,own_market_value,opponent_market_value,own_position,opponent_position,own_streak_2,opponent_streak_2,own_streak_5,opponent_streak_5,own_goals,opponent_goals,target_result
2460633,2014-08-23,3,1,7.0,5.0,22000000.0,51750000.0,12.0,13.0,3.0,3.0,9.0,3.0,0,0,1
2460642,2014-08-30,3,0,7.0,6.0,25000000.0,76300000.0,4.0,16.0,4.0,1.0,10.0,2.0,2,0,2
2460652,2014-09-13,3,0,14.0,14.0,27500000.0,14200000.0,9.0,6.0,4.0,4.0,10.0,7.0,0,0,1
2460660,2014-09-21,3,1,8.0,3.0,27500000.0,93750000.0,8.0,7.0,4.0,4.0,8.0,9.0,0,0,1
2460667,2014-09-24,3,0,3.0,4.0,25000000.0,45000000.0,9.0,3.0,2.0,3.0,9.0,10.0,0,1,0
2460678,2014-09-27,3,1,3.0,4.0,24100000.0,321000000.0,13.0,1.0,1.0,4.0,6.0,11.0,0,2,0
2460688,2014-10-04,3,0,7.0,6.0,24100000.0,43500000.0,14.0,5.0,0.0,4.0,5.0,6.0,2,3,0
2460696,2014-10-18,3,1,14.0,14.0,24000000.0,260500000.0,11.0,14.0,0.0,3.0,2.0,4.0,2,1,2
2460705,2014-10-24,3,0,6.0,6.0,24500000.0,40000000.0,10.0,18.0,3.0,1.0,4.0,1.0,1,0,2
2460714,2014-11-02,3,1,5.0,4.0,22600000.0,34750000.0,11.0,16.0,6.0,3.0,9.0,5.0,0,1,0
2460720,2014-11-08,3,0,6.0,6.0,28000000.0,98500000.0,10.0,5.0,3.0,3.0,9.0,10.0,4,3,2
2460732,2014-11-22,3,1,14.0,15.0,27800000.0,42500000.0,11.0,13.0,3.0,0.0,12.0,3.0,1,2,0
2460735,2014-11-29,3,0,7.0,3.0,25100000.0,128250000.0,12.0,3.0,3.0,3.0,9.0,7.0,1,5,0
2460750,2014-12-06,3,1,7.0,7.0,26250000.0,28100000.0,12.0,3.0,0.0,6.0,6.0,12.0,1,2,0
2460752,2014-12-13,3,0,7.0,3.0,26000000.0,99000000.0,11.0,6.0,0.0,6.0,3.0,12.0,2,1,2
2460768,2014-12-16,3,1,3.0,3.0,25500000.0,50500000.0,10.0,11.0,3.0,1.0,6.0,3.0,0,0,1
2460772,2014-12-20,3,0,4.0,3.0,29750000.0,147000000.0,11.0,2.0,4.0,2.0,4.0,11.0,1,2,0
2460787,2015-01-31,3,0,42.0,42.0,26500000.0,44500000.0,10.0,16.0,1.0,1.0,4.0,5.0,2,0,2
2460795,2015-02-04,3,1,4.0,4.0,33300000.0,54950000.0,10.0,16.0,3.0,1.0,7.0,5.0,0,0,1
2460805,2015-02-07,3,1,3.0,3.0,30950000.0,18900000.0,11.0,15.0,4.0,0.0,8.0,2.0,0,0,1
2460809,2015-02-14,3,0,7.0,8.0,31100000.0,106250000.0,11.0,3.0,2.0,3.0,6.0,9.0,0,1,0
2460822,2015-02-21,3,1,7.0,6.0,30300000.0,48200000.0,13.0,10.0,1.0,0.0,5.0,2.0,1,1,1
2460824,2015-02-27,3,0,6.0,6.0,31500000.0,316500000.0,13.0,1.0,1.0,4.0,6.0,11.0,1,4,0
2460840,2015-03-08,3,1,5.0,8.0,31600000.0,52800000.0,11.0,9.0,0.0,3.0,2.0,8.0,4,2,2
2460842,2015-03-14,3,0,6.0,7.0,28800000.0,222750000.0,12.0,10.0,3.0,4.0,4.0,10.0,0,0,1
2460858,2015-03-21,3,1,7.0,7.0,30800000.0,34750000.0,12.0,9.0,4.0,3.0,5.0,4.0,1,1,1
2460868,2015-04-04,3,0,14.0,14.0,33800000.0,40400000.0,13.0,14.0,2.0,3.0,5.0,6.0,0,1,0
2460876,2015-04-12,3,1,8.0,5.0,33150000.0,92850000.0,11.0,7.0,1.0,0.0,5.0,4.0,3,2,2
2460883,2015-04-18,3,0,6.0,8.0,33900000.0,39800000.0,12.0,13.0,3.0,4.0,8.0,9.0,0,0,1
2460894,2015-04-25,3,1,7.0,7.0,33400000.0,145000000.0,12.0,4.0,4.0,6.0,6.0,12.0,1,1,1
2460900,2015-05-02,3,0,7.0,7.0,35150000.0,36000000.0,11.0,6.0,2.0,3.0,6.0,4.0,0,0,1
2460912,2015-05-10,3,1,8.0,8.0,35150000.0,142000000.0,10.0,6.0,2.0,3.0,6.0,6.0,2,0,2
2460917,2015-05-16,3,0,6.0,7.0,21500000.0,48050000.0,12.0,10.0,4.0,0.0,9.0,6.0,0,2,0
2460930,2015-05-23,3,1,7.0,7.0,28700000.0,162000000.0,12.0,2.0,3.0,6.0,6.0,10.0,2,2,1
2581152,2015-08-16,3,0,8.0,8.0,45000000.0,47750000.0,4.0,15.0,4.0,6.0,8.0,12.0,3,1,2
2581178,2015-08-22,3,1,6.0,6.0,42750000.0,170500000.0,5.0,6.0,6.0,6.0,10.0,13.0,1,1,1
2581188,2015-08-29,3,1,7.0,7.0,44000000.0,32050000.0,4.0,13.0,4.0,3.0,8.0,6.0,2,1,2
2581196,2015-09-12,3,0,14.0,14.0,41250000.0,43500000.0,8.0,4.0,4.0,4.0,11.0,10.0,2,6,0
2581639,2015-09-19,3,1,7.0,4.0,45000000.0,91850000.0,5.0,18.0,3.0,0.0,10.0,0.0,1,0,2
2581647,2015-09-22,3,0,3.0,3.0,43750000.0,36100000.0,7.0,5.0,3.0,3.0,10.0,7.0,0,2,0
2581658,2015-09-25,3,1,3.0,3.0,36500000.0,17000000.0,7.0,8.0,3.0,3.0,7.0,7.0,1,1,1
2581667,2015-10-04,3,0,9.0,3.0,44500000.0,124000000.0,5.0,3.0,1.0,6.0,7.0,15.0,3,0,2
2581682,2015-10-18,3,1,14.0,15.0,46750000.0,42250000.0,6.0,14.0,4.0,4.0,7.0,4.0,0,1,0
2581690,2015-10-24,3,0,6.0,4.0,44250000.0,479000000.0,9.0,1.0,3.0,3.0,7.0,12.0,0,4,0
2581706,2015-10-31,3,1,3.0,8.0,42750000.0,54000000.0,9.0,17.0,0.0,0.0,4.0,5.0,0,0,1
2581716,2015-11-07,3,0,7.0,3.0,45250000.0,146000000.0,7.0,8.0,1.0,0.0,4.0,7.0,2,1,2
2581729,2015-11-21,3,1,14.0,14.0,45250000.0,41200000.0,9.0,11.0,4.0,4.0,4.0,4.0,0,0,1
2581746,2015-11-27,3,0,6.0,5.0,47750000.0,13100000.0,10.0,12.0,4.0,1.0,5.0,4.0,0,0,1
2581759,2015-12-05,3,1,8.0,6.0,47250000.0,34950000.0,10.0,16.0,2.0,1.0,6.0,7.0,0,1,0
2581767,2015-12-12,3,0,7.0,6.0,46000000.0,33750000.0,10.0,14.0,1.0,1.0,6.0,4.0,1,1,1
2581782,2015-12-19,3,1,7.0,3.0,45250000.0,198500000.0,9.0,2.0,1.0,6.0,6.0,12.0,2,1,2
2581790,2016-01-23,3,1,35.0,35.0,47800000.0,52000000.0,9.0,15.0,4.0,6.0,6.0,8.0,1,3,0
2581810,2016-01-31,3,0,8.0,7.0,46300000.0,152000000.0,9.0,7.0,3.0,0.0,5.0,4.0,1,1,1
2581825,2016-02-07,3,0,7.0,8.0,40300000.0,41750000.0,9.0,13.0,1.0,0.0,5.0,1.0,1,1,1
2581849,2016-02-13,3,1,6.0,7.0,47050000.0,44950000.0,9.0,15.0,2.0,1.0,6.0,7.0,3,1,2
2581855,2016-02-20,3,0,7.0,6.0,47150000.0,106500000.0,9.0,5.0,4.0,3.0,8.0,6.0,0,1,0
2581874,2016-02-26,3,1,6.0,6.0,47150000.0,46250000.0,10.0,3.0,3.0,1.0,5.0,6.0,0,1,0
2581895,2016-03-01,3,0,4.0,3.0,46250000.0,22600000.0,10.0,9.0,0.0,4.0,5.0,7.0,1,1,1
2581910,2016-03-05,3,1,4.0,3.0,48250000.0,129500000.0,12.0,4.0,1.0,4.0,5.0,6.0,1,3,0
2581922,2016-03-12,3,0,7.0,7.0,50900000.0,35300000.0,9.0,18.0,1.0,0.0,4.0,3.0,2,0,2
2581940,2016-03-19,3,1,7.0,3.0,48500000.0,345000000.0,9.0,1.0,3.0,6.0,4.0,10.0,0,1,0
2581947,2016-04-03,3,0,15.0,15.0,49600000.0,62800000.0,11.0,14.0,3.0,6.0,4.0,9.0,1,1,1
2581957,2016-04-10,3,1,7.0,9.0,49900000.0,147750000.0,11.0,4.0,1.0,6.0,5.0,10.0,0,2,0
2581967,2016-04-17,3,0,7.0,8.0,51750000.0,51250000.0,10.0,6.0,1.0,4.0,4.0,6.0,3,2,2
2581975,2016-04-23,3,1,6.0,7.0,50250000.0,18650000.0,8.0,13.0,3.0,6.0,7.0,9.0,4,1,2
2581981,2016-04-29,3,0,6.0,6.0,48750000.0,39000000.0,8.0,12.0,6.0,6.0,7.0,9.0,0,0,1
2581992,2016-05-07,3,1,8.0,5.0,53650000.0,42450000.0,9.0,16.0,4.0,3.0,8.0,6.0,0,0,1
2581997,2016-05-14,3,0,7.0,7.0,38900000.0,230500000.0,9.0,2.0,2.0,3.0,8.0,12.0,2,2,1
2704208,2016-08-27,3,1,7.0,6.0,58750000.0,17000000.0,2.0,16.0,4.0,3.0,9.0,6.0,2,0,2
2704225,2016-09-10,3,0,14.0,14.0,52850000.0,149000000.0,3.0,4.0,6.0,6.0,9.0,12.0,0,0,1
2704235,2016-09-16,3,1,6.0,6.0,62750000.0,27250000.0,4.0,12.0,4.0,3.0,9.0,9.0,3,0,2
2704242,2016-09-21,3,0,5.0,3.0,57850000.0,152250000.0,2.0,17.0,4.0,3.0,11.0,6.0,3,1,2
2704254,2016-09-25,3,1,4.0,4.0,57750000.0,50850000.0,3.0,7.0,6.0,4.0,13.0,8.0,1,1,1
2704260,2016-10-01,3,0,6.0,3.0,56850000.0,451500000.0,4.0,1.0,4.0,3.0,11.0,12.0,1,1,1
2704273,2016-10-15,3,1,14.0,14.0,63500000.0,26000000.0,2.0,18.0,2.0,0.0,9.0,0.0,2,1,2
2704281,2016-10-22,3,0,7.0,8.0,66000000.0,51800000.0,5.0,3.0,4.0,4.0,11.0,8.0,1,2,0
2704308,2016-10-30,3,1,4.0,5.0,64000000.0,53250000.0,4.0,18.0,3.0,3.0,8.0,4.0,3,0,2
2704319,2016-11-05,3,0,6.0,8.0,62000000.0,37550000.0,6.0,7.0,6.0,4.0,10.0,8.0,0,1,0
2704333,2016-11-19,3,0,14.0,15.0,50900000.0,118500000.0,4.0,13.0,3.0,1.0,9.0,5.0,2,1,2
2704355,2016-11-26,3,1,7.0,7.0,51450000.0,35050000.0,5.0,12.0,3.0,4.0,9.0,4.0,0,0,1
2704367,2016-12-03,3,0,7.0,7.0,50450000.0,56375000.0,7.0,4.0,4.0,2.0,10.0,6.0,0,4,0
2704429,2016-12-10,3,1,7.0,3.0,48650000.0,215000000.0,7.0,6.0,1.0,4.0,7.0,10.0,1,1,1
2704439,2016-12-17,3,0,7.0,7.0,51150000.0,43000000.0,7.0,14.0,1.0,6.0,5.0,7.0,1,1,1
2704456,2016-12-21,3,1,4.0,3.0,46650000.0,152100000.0,7.0,9.0,2.0,3.0,6.0,7.0,1,1,1
2704463,2017-01-22,3,0,32.0,33.0,54400000.0,45225000.0,7.0,11.0,2.0,3.0,4.0,6.0,0,0,1
2704485,2017-01-28,3,0,6.0,7.0,57400000.0,16650000.0,7.0,18.0,2.0,1.0,4.0,1.0,6,1,2
2704501,2017-02-04,3,1,7.0,7.0,57900000.0,125750000.0,7.0,14.0,4.0,3.0,7.0,9.0,1,0,2
2704513,2017-02-12,3,0,5.0,8.0,70250000.0,36050000.0,7.0,8.0,3.0,3.0,8.0,7.0,1,2,0
2704528,2017-02-19,3,1,7.0,3.0,62750000.0,119000000.0,7.0,10.0,0.0,6.0,7.0,10.0,1,1,1
2704550,2017-02-25,3,0,6.0,6.0,62500000.0,81400000.0,7.0,2.0,1.0,3.0,7.0,9.0,1,3,0
2704554,2017-03-04,3,1,7.0,3.0,52000000.0,432000000.0,7.0,1.0,1.0,6.0,4.0,13.0,0,3,0
2704574,2017-03-11,3,0,7.0,7.0,69000000.0,25100000.0,7.0,17.0,0.0,0.0,1.0,3.0,2,2,1
2704582,2017-03-18,3,1,7.0,7.0,70750000.0,65150000.0,6.0,5.0,1.0,3.0,2.0,7.0,4,2,2
2704591,2017-04-01,3,0,14.0,14.0,76000000.0,61500000.0,6.0,14.0,4.0,4.0,5.0,7.0,1,2,0
2704609,2017-04-04,3,1,3.0,3.0,78950000.0,41350000.0,5.0,8.0,3.0,2.0,4.0,5.0,1,0,2
2704626,2017-04-08,3,1,4.0,3.0,77200000.0,109000000.0,7.0,8.0,3.0,4.0,7.0,5.0,2,3,0
2704645,2017-04-15,3,0,7.0,6.0,78700000.0,41200000.0,7.0,16.0,3.0,0.0,7.0,1.0,1,2,0
2704654,2017-04-21,3,1,6.0,6.0,79700000.0,82250000.0,8.0,4.0,0.0,3.0,6.0,12.0,1,1,1
2704668,2017-04-29,3,0,8.0,3.0,78200000.0,284500000.0,8.0,4.0,1.0,6.0,4.0,9.0,0,0,1
2704681,2017-05-05,3,1,6.0,6.0,79450000.0,52500000.0,7.0,8.0,2.0,6.0,5.0,13.0,4,3,2
2704695,2017-05-13,3,0,8.0,7.0,81450000.0,158500000.0,7.0,12.0,4.0,1.0,5.0,2.0,2,2,1
2704708,2017-05-20,3,1,7.0,7.0,75950000.0,50400000.0,5.0,15.0,4.0,4.0,6.0,8.0,2,0,2
2871499,2017-08-20,3,0,8.0,9.0,79250000.0,113500000.0,11.0,5.0,6.0,4.0,11.0,9.0,0,1,0
2871545,2017-08-25,3,1,5.0,6.0,82750000.0,50900000.0,17.0,3.0,3.0,3.0,10.0,8.0,1,3,0
2871596,2017-09-09,3,0,15.0,14.0,81750000.0,35650000.0,18.0,8.0,0.0,1.0,7.0,3.0,0,3,0
2871656,2017-09-17,3,0,3.0,4.0,71250000.0,239125000.0,18.0,1.0,0.0,1.0,3.0,10.0,0,5,0
2871691,2017-09-20,3,1,3.0,4.0,65250000.0,44000000.0,18.0,10.0,0.0,3.0,0.0,7.0,0,1,0
2871734,2017-09-24,3,0,4.0,4.0,60500000.0,28900000.0,18.0,4.0,0.0,4.0,0.0,11.0,0,0,1
2871773,2017-10-01,3,1,3.0,5.0,58100000.0,116800000.0,18.0,4.0,1.0,3.0,1.0,5.0,1,2,0
2871817,2017-10-13,3,0,12.0,13.0,51100000.0,44750000.0,18.0,11.0,0.0,1.0,1.0,4.0,1,2,0
2871855,2017-10-22,3,1,3.0,7.0,54800000.0,56150000.0,18.0,17.0,0.0,1.0,1.0,3.0,0,0,1
2871904,2017-10-28,3,0,3.0,4.0,55300000.0,175500000.0,18.0,8.0,4.0,6.0,4.0,11.0,1,2,0
2871955,2017-11-05,3,1,3.0,3.0,53050000.0,83550000.0,18.0,5.0,3.0,1.0,7.0,5.0,0,3,0
2871995,2017-11-18,3,0,13.0,14.0,56500000.0,48200000.0,18.0,12.0,3.0,2.0,7.0,8.0,0,1,0
2872027,2017-11-26,3,1,3.0,3.0,35175000.0,54200000.0,18.0,11.0,3.0,0.0,6.0,7.0,0,2,0
2871985,2017-12-02,3,0,6.0,7.0,47550000.0,132000000.0,18.0,3.0,3.0,4.0,6.0,11.0,2,2,1
2871937,2017-12-10,3,1,3.0,9.0,45825000.0,37625000.0,18.0,16.0,1.0,4.0,4.0,4.0,3,4,0
2871908,2017-12-13,3,0,3.0,4.0,48725000.0,419600000.0,18.0,1.0,0.0,6.0,4.0,12.0,0,1,0
2871874,2017-12-16,3,1,3.0,4.0,50425000.0,87500000.0,18.0,12.0,0.0,2.0,1.0,8.0,1,0,2
2871490,2018-01-14,3,1,26.0,25.0,73000000.0,148500000.0,18.0,6.0,3.0,3.0,3.0,4.0,2,1,2
2871506,2018-01-20,3,0,6.0,7.0,71500000.0,45500000.0,18.0,17.0,3.0,0.0,6.0,2.0,2,0,2
2871569,2018-01-27,3,1,7.0,7.0,74000000.0,62250000.0,18.0,8.0,6.0,3.0,9.0,5.0,1,1,1
2871646,2018-02-02,3,1,6.0,6.0,79000000.0,228000000.0,18.0,4.0,4.0,2.0,10.0,6.0,2,3,0
2871678,2018-02-10,3,0,8.0,3.0,87500000.0,52500000.0,18.0,4.0,1.0,3.0,7.0,10.0,2,4,0
2871718,2018-02-17,3,1,7.0,7.0,82250000.0,39250000.0,18.0,7.0,0.0,4.0,7.0,8.0,1,1,1
2871756,2018-02-25,3,0,8.0,3.0,87250000.0,225500000.0,18.0,6.0,1.0,0.0,5.0,9.0,2,1,2
2872107,2018-03-04,3,1,7.0,8.0,93500000.0,63500000.0,18.0,9.0,4.0,6.0,5.0,10.0,2,3,0
2871795,2018-03-12,3,0,8.0,10.0,93500000.0,65500000.0,18.0,13.0,3.0,4.0,4.0,7.0,1,3,0
2871829,2018-03-18,3,1,6.0,8.0,79750000.0,207000000.0,17.0,5.0,0.0,6.0,4.0,9.0,2,0,2
2872017,2018-03-31,3,0,13.0,14.0,92000000.0,97500000.0,17.0,7.0,3.0,4.0,7.0,8.0,0,6,0
2872045,2018-04-07,3,1,7.0,6.0,85250000.0,50500000.0,18.0,16.0,3.0,1.0,6.0,3.0,1,1,1
2872063,2018-04-14,3,0,7.0,7.0,83000000.0,93000000.0,18.0,9.0,1.0,1.0,4.0,5.0,1,2,0
2872072,2018-04-22,3,1,8.0,4.0,86750000.0,170500000.0,18.0,2.0,1.0,3.0,4.0,9.0,2,2,1
2872082,2018-04-28,3,0,6.0,7.0,82250000.0,45750000.0,18.0,15.0,1.0,0.0,5.0,0.0,2,3,0
2872090,2018-05-05,3,1,7.0,4.0,73750000.0,536600000.0,18.0,1.0,1.0,4.0,2.0,10.0,1,3,0
2872105,2018-05-12,3,0,7.0,7.0,81250000.0,80700000.0,18.0,16.0,0.0,0.0,2.0,4.0,1,4,0
3203428,2019-08-17,3,0,6.0,5.0,68900000.0,147000000.0,13.0,6.0,3.0,6.0,6.0,12.0,1,2,0
3203449,2019-08-23,3,1,6.0,6.0,69000000.0,494000000.0,17.0,1.0,3.0,6.0,6.0,15.0,1,3,0
3203457,2019-08-31,3,0,8.0,7.0,74500000.0,85100000.0,14.0,6.0,0.0,6.0,6.0,12.0,2,1,2
3203466,2019-09-14,3,1,14.0,15.0,69500000.0,215500000.0,15.0,7.0,3.0,3.0,6.0,7.0,0,1,0
3203469,2019-09-21,3,0,7.0,3.0,68500000.0,620000000.0,16.0,2.0,3.0,4.0,6.0,11.0,0,4,0
3203484,2019-09-29,3,1,8.0,8.0,72000000.0,128750000.0,17.0,10.0,0.0,3.0,3.0,4.0,0,4,0
3203494,2019-10-05,3,0,6.0,7.0,68400000.0,128500000.0,17.0,6.0,0.0,6.0,3.0,12.0,1,1,1
3203503,2019-10-20,3,1,15.0,15.0,63400000.0,18450000.0,15.0,18.0,1.0,0.0,4.0,1.0,3,0,2
3203510,2019-10-25,3,0,5.0,6.0,67900000.0,90500000.0,16.0,13.0,4.0,3.0,4.0,6.0,1,3,0
3203520,2019-11-03,3,0,5.0,4.0,69900000.0,58400000.0,17.0,13.0,0.0,3.0,4.0,6.0,0,2,0
3203530,2019-11-08,3,1,5.0,7.0,74100000.0,128000000.0,17.0,5.0,0.0,6.0,4.0,15.0,1,2,0
3203533,2019-11-23,3,0,15.0,14.0,63100000.0,321000000.0,17.0,2.0,0.0,6.0,3.0,12.0,1,4,0
3203548,2019-11-30,3,1,7.0,6.0,58100000.0,76550000.0,17.0,14.0,0.0,6.0,0.0,8.0,1,1,1
3203558,2019-12-08,3,0,8.0,9.0,52100000.0,18450000.0,18.0,10.0,1.0,3.0,1.0,12.0,0,2,0
3203566,2019-12-14,3,1,6.0,3.0,63000000.0,292500000.0,17.0,7.0,1.0,3.0,1.0,10.0,2,0,2
3203572,2019-12-18,3,0,4.0,3.0,55250000.0,164600000.0,15.0,12.0,3.0,0.0,4.0,4.0,4,2,2
3203584,2019-12-21,3,1,3.0,4.0,54750000.0,130800000.0,15.0,17.0,6.0,0.0,7.0,3.0,1,0,2
3203593,2020-01-18,3,1,28.0,28.0,57750000.0,183000000.0,13.0,9.0,6.0,1.0,10.0,7.0,3,1,2
3203596,2020-01-24,3,0,6.0,6.0,60250000.0,481500000.0,14.0,4.0,6.0,3.0,12.0,10.0,1,5,0
3203611,2020-02-02,3,1,9.0,8.0,59000000.0,111000000.0,14.0,8.0,3.0,3.0,12.0,4.0,4,0,2
3203628,2020-02-16,3,1,14.0,7.0,66700000.0,715000000.0,14.0,1.0,3.0,4.0,12.0,13.0,1,4,0
3203637,2020-02-22,3,0,6.0,7.0,56900000.0,182000000.0,13.0,14.0,3.0,3.0,9.0,7.0,5,0,2
3203647,2020-02-29,3,1,7.0,7.0,62000000.0,164000000.0,12.0,6.0,3.0,1.0,9.0,6.0,3,0,2
3203657,2020-03-06,3,0,6.0,6.0,64000000.0,20350000.0,10.0,18.0,6.0,0.0,9.0,1.0,2,1,2
3203615,2020-03-11,3,0,5.0,4.0,70000000.0,224500000.0,13.0,3.0,6.0,3.0,12.0,8.0,1,2,0
3203665,2020-05-17,3,1,67.0,70.0,71100000.0,82200000.0,10.0,15.0,3.0,4.0,9.0,8.0,2,2,1
3203674,2020-05-24,3,1,7.0,8.0,77100000.0,37325000.0,10.0,16.0,1.0,2.0,10.0,6.0,2,2,1
3203681,2020-05-27,3,0,3.0,4.0,71600000.0,132000000.0,11.0,7.0,2.0,1.0,8.0,3.0,1,3,0
3203692,2020-06-01,3,1,5.0,5.0,62900000.0,369000000.0,12.0,3.0,1.0,4.0,5.0,9.0,2,4,0
3203701,2020-06-07,3,0,6.0,8.0,59600000.0,75225000.0,12.0,13.0,0.0,1.0,2.0,4.0,1,1,1
3203710,2020-06-13,3,1,6.0,6.0,66400000.0,25800000.0,12.0,14.0,1.0,1.0,3.0,2.0,1,2,0
3203714,2020-06-17,3,0,4.0,3.0,65800000.0,314600000.0,13.0,4.0,1.0,4.0,2.0,7.0,1,3,0
3203728,2020-06-20,3,1,3.0,3.0,63000000.0,130600000.0,14.0,9.0,0.0,6.0,1.0,9.0,1,1,1
3203735,2020-06-27,3,0,7.0,7.0,58000000.0,99400000.0,14.0,16.0,1.0,0.0,2.0,3.0,1,6,0
3412889,2020-09-19,3,1,7.0,6.0,69900000.0,125100000.0,12.0,6.0,3.0,6.0,4.0,12.0,2,3,0
3412909,2020-09-26,3,0,7.0,7.0,66125000.0,23150000.0,16.0,6.0,3.0,1.0,4.0,4.0,0,1,0
3412925,2020-10-03,3,1,7.0,7.0,64925000.0,240300000.0,16.0,11.0,0.0,1.0,4.0,10.0,1,3,0
3412943,2020-10-18,3,1,15.0,15.0,65500000.0,91800000.0,16.0,4.0,0.0,6.0,3.0,10.0,1,1,1
3412963,2020-10-23,3,0,5.0,6.0,75500000.0,55525000.0,16.0,5.0,1.0,4.0,4.0,10.0,1,1,1
3412979,2020-10-31,3,1,8.0,4.0,70925000.0,536000000.0,16.0,1.0,2.0,6.0,2.0,15.0,1,2,0
3412998,2020-11-06,3,0,6.0,6.0,69400000.0,73450000.0,16.0,9.0,1.0,2.0,2.0,9.0,1,1,1
3413016,2020-11-22,3,1,16.0,15.0,66925000.0,38500000.0,17.0,5.0,1.0,6.0,3.0,11.0,1,2,0
3413018,2020-11-28,3,0,6.0,4.0,59800000.0,452000000.0,15.0,4.0,1.0,6.0,3.0,12.0,2,1,2
3413042,2020-12-05,3,1,7.0,8.0,63600000.0,152600000.0,15.0,5.0,3.0,6.0,5.0,13.0,2,2,1
3413061,2020-12-12,3,0,7.0,7.0,66400000.0,74800000.0,15.0,17.0,4.0,1.0,5.0,5.0,1,0,2
3413077,2020-12-16,3,1,4.0,3.0,71700000.0,265200000.0,15.0,1.0,4.0,6.0,8.0,13.0,0,4,0
3413081,2020-12-19,3,0,3.0,3.0,67500000.0,332300000.0,15.0,3.0,3.0,6.0,7.0,13.0,0,0,1
3413104,2021-01-02,3,1,11.0,11.0,74200000.0,86300000.0,15.0,10.0,4.0,0.0,8.0,4.0,0,1,0
3413120,2021-01-09,3,0,7.0,7.0,69000000.0,81925000.0,16.0,8.0,3.0,3.0,7.0,12.0,0,5,0
3413141,2021-01-16,3,1,7.0,6.0,66300000.0,185900000.0,16.0,13.0,0.0,3.0,4.0,5.0,0,0,1
3413158,2021-01-20,3,0,4.0,3.0,69000000.0,112500000.0,16.0,18.0,1.0,3.0,5.0,6.0,2,1,2
3413173,2021-01-24,3,0,4.0,5.0,74200000.0,129125000.0,16.0,11.0,4.0,4.0,7.0,4.0,0,3,0
3413168,2021-01-31,3,1,7.0,8.0,68200000.0,26750000.0,14.0,16.0,3.0,3.0,4.0,7.0,3,1,2
3413144,2021-02-06,3,0,3.0,3.0,54300000.0,282100000.0,14.0,7.0,3.0,4.0,7.0,11.0,2,1,2
3413131,2021-02-14,3,0,8.0,7.0,66100000.0,170600000.0,14.0,3.0,3.0,6.0,9.0,13.0,0,2,0
3413114,2021-02-20,3,1,6.0,7.0,58300000.0,113900000.0,14.0,10.0,3.0,1.0,6.0,4.0,0,1,0
3413090,2021-02-27,3,0,7.0,4.0,68900000.0,663000000.0,14.0,1.0,0.0,3.0,6.0,10.0,1,5,0
3413070,2021-03-07,3,1,8.0,9.0,72000000.0,88000000.0,14.0,12.0,0.0,3.0,3.0,8.0,1,1,1
3413049,2021-03-13,3,0,6.0,6.0,71900000.0,52400000.0,14.0,7.0,1.0,2.0,4.0,6.0,1,2,0
3413033,2021-03-20,3,1,7.0,7.0,58100000.0,375000000.0,16.0,5.0,1.0,4.0,1.0,10.0,2,2,1
3413004,2021-04-03,3,0,14.0,14.0,76100000.0,196500000.0,16.0,3.0,1.0,6.0,2.0,9.0,0,1,0
3412987,2021-04-11,3,1,8.0,8.0,75900000.0,68350000.0,17.0,14.0,1.0,4.0,2.0,8.0,2,3,0
3412967,2021-04-17,3,0,6.0,5.0,70400000.0,280500000.0,17.0,6.0,0.0,4.0,2.0,7.0,0,3,0
3412951,2021-04-20,3,1,3.0,4.0,62400000.0,376000000.0,17.0,2.0,0.0,4.0,1.0,8.0,2,1,2
3412936,2021-04-23,3,0,3.0,3.0,66000000.0,61800000.0,17.0,14.0,3.0,1.0,4.0,4.0,3,2,2
3412916,2021-05-09,3,1,16.0,3.0,74100000.0,103600000.0,17.0,9.0,6.0,1.0,6.0,4.0,1,4,0
3412896,2021-05-15,3,0,6.0,3.0,70900000.0,79150000.0,17.0,14.0,3.0,4.0,6.0,9.0,0,0,1
3412880,2021-05-22,3,1,7.0,7.0,65800000.0,43900000.0,16.0,18.0,1.0,3.0,7.0,3.0,1,0,2
3588147,2021-08-15,3,1,7.0,7.0,56300000.0,114300000.0,4.0,15.0,6.0,3.0,10.0,8.0,3,1,2
3588148,2021-08-22,3,0,7.0,5.0,50500000.0,643400000.0,8.0,4.0,6.0,4.0,10.0,11.0,2,3,0
3588174,2021-08-28,3,1,6.0,7.0,48150000.0,24850000.0,6.0,11.0,3.0,3.0,10.0,9.0,2,1,2
3588180,2021-09-11,3,0,14.0,14.0,49850000.0,102850000.0,7.0,5.0,3.0,6.0,12.0,10.0,1,1,1
3588201,2021-09-18,3,1,7.0,3.0,51100000.0,377000000.0,7.0,12.0,4.0,0.0,10.0,3.0,1,1,1
3588212,2021-09-25,3,0,7.0,6.0,52300000.0,182700000.0,7.0,14.0,2.0,2.0,8.0,5.0,1,1,1
3588228,2021-10-01,3,1,6.0,7.0,51300000.0,24800000.0,6.0,18.0,2.0,0.0,6.0,1.0,3,1,2
3588244,2021-10-15,3,0,14.0,13.0,41100000.0,167000000.0,7.0,9.0,4.0,3.0,9.0,4.0,0,5,0
3588263,2021-10-24,3,1,9.0,3.0,48700000.0,327500000.0,8.0,4.0,3.0,1.0,6.0,10.0,2,2,1
