game_id,club_id,own_goals,own_position,opponent_id,opponent_goals,opponent_position,date,home_aggregate_market_value,away_aggregate_market_value,streak_5,streak_2,rest_days,win_lose,home_game
2221775,1,0,,33,5,,2012-08-19,,65877777.777777776,0.0,0.0,7.0,-1,1
2320460,1,3,,86,1,,2013-08-04,400000.0,39376666.666666664,0.0,0.0,350.0,1,1
2361069,1,2,,127,1,,2013-09-25,382222.22222222225,1372222.2222222222,3.0,3.0,52.0,1,1
2370752,1,0,,16,2,,2013-12-03,400000.0,68433333.33333333,6.0,6.0,69.0,-1,1
2864716,1,1,,89,2,,2017-08-13,,,6.0,3.0,1349.0,-1,1
3195542,1,3,,109,2,,2019-08-11,,,6.0,0.0,728.0,1,1
3245513,1,3,,3,2,,2019-10-29,,65011111.11111111,9.0,3.0,79.0,1,1
3279217,1,5,,48,3,,2020-02-05,,1000000.0,9.0,6.0,99.0,1,1
3319622,1,8,,38,7,,2020-03-03,,33580000.0,9.0,6.0,27.0,1,1
3332669,1,0,,15,3,,2020-06-09,,158334444.44444445,12.0,6.0,98.0,-1,1
4088612,1,2,,48,1,,2023-08-11,,,12.0,3.0,1158.0,1,1
4194144,1,2,,27,1,,2023-11-01,,445666666.6666667,12.0,3.0,82.0,1,1
4222798,1,2,,24,0,,2023-12-06,,105704444.44444445,12.0,6.0,35.0,1,1
4240125,1,2,,18,1,,2024-03-12,,99522222.22222222,12.0,6.0,97.0,1,1
4311215,1,0,,2,2,,2024-04-02,,1486956.5217391304,12.0,6.0,21.0,-1,1
4623577,1,1,,187,3,,2025-08-15,,4000000.0,12.0,3.0,500.0,-1,1
2221776,2,3,,30,1,,2012-08-19,150000.0,,0.0,0.0,7.0,1,0
2258321,2,0,,27,4,,2012-10-31,,120827777.77777778,3.0,3.0,73.0,-1,0
2320469,2,7,,18699,0,,2013-08-03,,,3.0,3.0,276.0,1,0
2361081,2,3,,44,1,,2013-09-25,,15116666.666666666,6.0,3.0,53.0,1,1
2370750,2,3,,89,0,,2013-12-03,,,9.0,6.0,69.0,1,0
2384437,2,1,,15,0,,2014-02-12,291666.6666666667,112808333.33333334,12.0,6.0,71.0,1,0
2425888,2,1,,27,5,,2014-04-16,111111.11111111111,336116666.6666667,12.0,6.0,63.0,-1,0
2458326,2,5,,108,3,,2014-08-16,1750000.0,,12.0,3.0,122.0,1,0
2488536,2,2,,65,0,,2014-10-28,,,12.0,3.0,73.0,1,1
2507893,2,0,,15,2,,2015-03-03,1875000.0,97191666.66666666,12.0,6.0,126.0,-1,0
2576669,2,5,,30,4,,2015-08-09,300000.0,,9.0,3.0,159.0,1,0
2615045,2,0,,80,1,,2015-10-27,300000.0,,9.0,3.0,79.0,-1,0
2699235,2,3,,440,4,,2016-08-20,500000.0,,9.0,3.0,298.0,-1,0
2864738,2,4,,4882,0,,2017-08-12,800000.0,,6.0,0.0,357.0,1,0
2914251,2,1,,79,3,,2017-10-25,,41550000.0,6.0,3.0,74.0,-1,1
3048432,2,1,,533,6,,2018-08-18,,61466666.666666664,6.0,3.0,297.0,-1,1
3195514,2,2,,39,0,,2019-08-10,,83130555.55555555,3.0,0.0,357.0,1,1
3245510,2,8,,4,7,,2019-10-30,,,6.0,3.0,81.0,1,1
3279211,2,2,,38,5,,2020-02-04,,39327777.777777776,9.0,6.0,97.0,-1,1
3422927,2,4,,109,5,,2020-09-13,,,6.0,3.0,222.0,-1,1
3601592,2,0,,18,1,,2021-08-09,,136333333.33333334,6.0,0.0,330.0,-1,1
3825604,2,1,,60,2,,2022-07-31,,97485000.0,6.0,0.0,356.0,-1,1
4088593,2,5,,22327,0,,2023-08-13,,,3.0,0.0,378.0,1,0
4194154,2,3,,3,2,,2023-10-31,,59300000.0,3.0,3.0,79.0,1,1
4240126,2,3,,44,1,,2024-01-31,809444.4444444445,2750000.0,6.0,6.0,92.0,1,0
4311215,2,2,,1,0,,2024-04-02,1486956.5217391304,,9.0,6.0,62.0,1,0
4323506,2,0,,15,1,,2024-05-25,,364444444.4444445,12.0,6.0,53.0,-1,1
4623597,2,7,,29476,0,,2025-08-17,600000.0,,12.0,3.0,449.0,1,0
4717147,2,1,,65,0,,2025-10-29,600000.0,,12.0,3.0,73.0,1,0
4761583,2,1,,44,6,,2025-12-02,600000.0,,12.0,6.0,34.0,-1,0
2221752,3,2,,66,1,,2012-08-18,,,0.0,0.0,7.0,1,0
2258315,3,4,,158,3,,2012-10-30,1750000.0,,3.0,3.0,73.0,1,0
2271116,3,1,,79,2,,2012-12-19,1750000.0,55380555.55555555,6.0,6.0,50.0,-1,0
2320467,3,2,,104,0,,2013-08-03,,,6.0,3.0,227.0,1,0
2361079,3,1,,39,0,,2013-09-24,,18583333.333333332,9.0,3.0,52.0,1,0
2370753,3,1,,41,2,,2013-12-03,,49519444.44444445,12.0,6.0,70.0,-1,0
2458336,3,4,,5460,0,,2014-08-16,18977777.777777776,,9.0,3.0,256.0,1,0
2460633,3,0,12.0,41,0,13.0,2014-08-23,19061111.111111112,51750000.0,9.0,3.0,7.0,0,1
2460642,3,2,4.0,79,0,16.0,2014-08-30,19877777.777777776,58488888.88888889,10.0,4.0,7.0,1,0
2460652,3,0,9.0,127,0,6.0,2014-09-13,20411111.111111112,11605555.555555556,10.0,4.0,14.0,0,0
2460660,3,0,8.0,18,0,7.0,2014-09-21,19568888.888888888,75480555.55555555,8.0,4.0,8.0,0,1
2460667,3,0,9.0,42,1,3.0,2014-09-24,19666666.666666668,39905555.55555555,9.0,2.0,3.0,-1,0
2460678,3,0,13.0,27,2,1.0,2014-09-27,19210000.0,266944444.44444445,6.0,1.0,3.0,-1,1
2460688,3,2,14.0,24,3,5.0,2014-10-04,20061111.111111112,35038888.88888889,5.0,0.0,7.0,-1,0
2460696,3,2,11.0,16,1,14.0,2014-10-18,19665555.555555556,207688888.8888889,2.0,0.0,14.0,1,1
2460705,3,1,10.0,86,0,18.0,2014-10-24,19836666.666666668,32472222.222222224,4.0,3.0,6.0,1,0
2488530,3,4,,52,1,,2014-10-28,19053333.333333332,,6.0,6.0,4.0,1,0
2460714,3,0,11.0,60,1,16.0,2014-11-02,20166111.111111112,31491666.666666664,9.0,6.0,5.0,-1,1
2460720,3,4,10.0,533,3,5.0,2014-11-08,21894444.444444444,88272222.22222222,9.0,3.0,6.0,1,0
2460732,3,1,11.0,44,2,13.0,2014-11-22,22805555.555555556,31711111.111111112,12.0,3.0,14.0,-1,1
2460735,3,1,12.0,15,5,3.0,2014-11-29,21376666.666666668,107936111.11111112,9.0,3.0,7.0,-1,0
2460750,3,1,12.0,167,2,3.0,2014-12-06,24283333.333333332,23564444.444444444,6.0,0.0,7.0,-1,1
2460752,3,2,11.0,33,1,6.0,2014-12-13,23788888.888888888,85311111.11111112,3.0,0.0,7.0,1,0
2460768,3,0,10.0,39,0,11.0,2014-12-16,23703333.333333332,39888888.88888889,6.0,3.0,3.0,0,1
2460772,3,1,11.0,82,2,2.0,2014-12-20,24170000.0,115266666.66666667,4.0,4.0,4.0,-1,0
2460787,3,2,10.0,41,0,16.0,2015-01-31,21960000.0,28505555.555555556,4.0,1.0,42.0,1,0
2460795,3,0,10.0,79,0,16.0,2015-02-04,27396111.111111112,35391666.666666664,7.0,3.0,4.0,0,1
2460805,3,0,11.0,127,0,15.0,2015-02-07,26646666.666666668,16541111.111111112,8.0,4.0,3.0,0,1
2460809,3,0,11.0,18,1,3.0,2015-02-14,27926111.111111112,91761111.1111111,6.0,2.0,7.0,-1,0
2460822,3,1,13.0,42,1,10.0,2015-02-21,27483333.333333332,42574444.44444445,5.0,1.0,7.0,0,1
2460824,3,1,13.0,27,4,1.0,2015-02-27,26373333.333333332,298833333.3333333,6.0,1.0,6.0,-1,0
2507900,3,1,,60,2,,2015-03-03,26425555.555555556,33380555.555555556,3.0,1.0,4.0,-1,0
2460840,3,4,11.0,24,2,9.0,2015-03-08,27128888.888888888,49220000.0,2.0,0.0,5.0,1,1
2460842,3,0,12.0,16,0,10.0,2015-03-14,24862777.777777776,179694444.44444445,4.0,3.0,6.0,0,0
2460858,3,1,12.0,86,1,9.0,2015-03-21,26815000.0,29369444.444444444,5.0,4.0,7.0,0,1
2460868,3,0,13.0,60,1,14.0,2015-04-04,29822777.777777776,26972222.222222224,5.0,2.0,14.0,-1,0
2460876,3,3,11.0,533,2,7.0,2015-04-12,29426666.666666664,81491111.11111112,5.0,1.0,8.0,1,1
2460883,3,0,12.0,44,0,13.0,2015-04-18,28333888.888888888,37200000.0,8.0,3.0,6.0,0,0
2460894,3,1,12.0,15,1,4.0,2015-04-25,30732777.777777776,122100000.0,6.0,4.0,7.0,0,1
2460900,3,0,11.0,167,0,6.0,2015-05-02,30607777.77777778,28011111.111111112,6.0,2.0,7.0,0,0
2460912,3,2,10.0,33,0,6.0,2015-05-10,28727777.77777778,108361111.1111111,6.0,2.0,8.0,1,1
2460917,3,0,12.0,39,2,10.0,2015-05-16,17831111.111111112,42179444.44444445,9.0,4.0,6.0,-1,0
2460930,3,2,12.0,82,2,2.0,2015-05-23,25147222.222222224,120311111.1111111,6.0,3.0,7.0,0,1
2576662,3,4,,247,0,,2015-08-08,36463888.88888889,,6.0,1.0,77.0,1,0
2581152,3,3,4.0,79,1,15.0,2015-08-16,36655555.55555555,33469444.444444444,8.0,4.0,8.0,1,0
2581178,3,1,5.0,82,1,6.0,2015-08-22,36677777.777777776,147700000.0,10.0,6.0,6.0,0,1
2581188,3,2,4.0,41,1,13.0,2015-08-29,37055555.55555555,24047222.222222224,8.0,4.0,7.0,1,1
2581196,3,2,8.0,24,6,4.0,2015-09-12,35144444.44444445,36919444.44444445,11.0,4.0,14.0,-1,0
2581639,3,1,5.0,18,0,18.0,2015-09-19,36172222.222222224,78078888.88888888,10.0,3.0,7.0,1,1
2581647,3,0,7.0,44,2,5.0,2015-09-22,35783333.333333336,30193333.333333332,10.0,3.0,3.0,-1,0
2581658,3,1,7.0,4795,1,8.0,2015-09-25,35100000.0,14657777.777777778,7.0,3.0,3.0,0,1
2581667,3,3,5.0,33,0,3.0,2015-10-04,36327777.777777776,90566666.66666667,7.0,1.0,9.0,1,0
2581682,3,0,6.0,42,1,14.0,2015-10-18,40100000.0,37072222.222222224,7.0,4.0,14.0,-1,1
2581690,3,0,9.0,27,4,1.0,2015-10-24,37841666.666666664,404211111.1111111,7.0,3.0,6.0,-1,0
2615046,3,0,,86,1,,2015-10-28,36105555.55555555,31351111.111111112,4.0,0.0,4.0,-1,0
2581706,3,0,9.0,533,0,17.0,2015-10-31,38250000.0,48677777.777777776,4.0,0.0,3.0,0,1
2581716,3,2,7.0,15,1,8.0,2015-11-07,39586111.11111111,118066666.66666667,4.0,1.0,7.0,1,0
2581729,3,0,9.0,39,0,11.0,2015-11-21,39969444.44444445,35072222.222222224,4.0,4.0,14.0,0,1
2581746,3,0,10.0,105,0,12.0,2015-11-27,40752777.777777776,10808888.888888888,5.0,4.0,6.0,0,0
2581759,3,0,10.0,167,1,16.0,2015-12-05,39058333.333333336,30247777.777777776,6.0,2.0,8.0,-1,1
2581767,3,1,10.0,86,1,14.0,2015-12-12,36272222.222222224,29688888.888888888,6.0,1.0,7.0,0,0
2581782,3,2,9.0,16,1,2.0,2015-12-19,35100000.0,166083333.33333334,6.0,1.0,7.0,1,1
2581790,3,1,9.0,79,3,15.0,2016-01-23,40174444.44444445,40983333.333333336,6.0,4.0,35.0,-1,1
2581810,3,1,9.0,82,1,7.0,2016-01-31,39186111.11111111,138300000.0,5.0,3.0,8.0,0,0
2581825,3,1,9.0,41,1,13.0,2016-02-07,40300000.0,34752777.777777776,5.0,1.0,7.0,0,0
2581849,3,3,9.0,24,1,15.0,2016-02-13,39392777.777777776,36216666.666666664,6.0,2.0,6.0,1,1
2581855,3,0,9.0,18,1,5.0,2016-02-20,42621666.666666664,97916666.66666667,8.0,4.0,7.0,-1,0
2581874,3,0,10.0,44,1,3.0,2016-02-26,41682222.222222224,38602777.777777776,5.0,3.0,6.0,-1,1
2581895,3,1,10.0,4795,1,9.0,2016-03-01,38836111.11111111,18960000.0,5.0,0.0,4.0,0,0
2581910,3,1,12.0,33,3,4.0,2016-03-05,44508333.333333336,101850000.0,5.0,1.0,4.0,-1,1
2581922,3,2,9.0,42,0,18.0,2016-03-12,45610555.55555555,32517777.777777776,4.0,1.0,7.0,1,0
2581940,3,0,9.0,27,1,1.0,2016-03-19,43930555.55555556,290511111.1111111,4.0,3.0,7.0,-1,1
2581947,3,1,11.0,533,1,14.0,2016-04-03,45997777.777777776,53904444.44444445,4.0,3.0,15.0,0,0
2581957,3,0,11.0,15,2,4.0,2016-04-10,45342222.222222224,120927777.77777778,5.0,1.0,7.0,-1,1
2581967,3,3,10.0,39,2,6.0,2016-04-17,42644444.44444445,43980555.55555555,4.0,1.0,7.0,1,0
2581975,3,4,8.0,105,1,13.0,2016-04-23,41975000.0,16552222.222222222,7.0,3.0,6.0,1,1
2581981,3,0,8.0,167,0,12.0,2016-04-29,43630555.55555555,32852777.777777776,7.0,6.0,6.0,0,0
2581992,3,0,9.0,86,0,16.0,2016-05-07,46108333.333333336,36255000.0,8.0,4.0,8.0,0,1
2581997,3,2,9.0,16,2,2.0,2016-05-14,29905555.555555556,208088888.8888889,8.0,2.0,7.0,0,0
2699121,3,7,,4700,0,,2016-08-20,43750000.0,,9.0,2.0,98.0,1,0
2704208,3,2,2.0,105,0,16.0,2016-08-27,51597222.222222224,13901111.111111112,9.0,4.0,7.0,1,1
2704225,3,0,3.0,82,0,4.0,2016-09-10,45466666.666666664,129833333.33333333,9.0,6.0,14.0,0,0
2704235,3,3,4.0,60,0,12.0,2016-09-16,54375000.0,21661111.111111112,9.0,4.0,6.0,1,1
2704242,3,3,2.0,33,1,17.0,2016-09-21,52603333.333333336,103716666.66666667,11.0,4.0,5.0,1,0
2704254,3,1,3.0,23826,1,7.0,2016-09-25,52322222.222222224,37466666.66666667,13.0,6.0,4.0,0,1
2704260,3,1,4.0,27,1,1.0,2016-10-01,52142222.222222224,331000000.0,11.0,4.0,6.0,0,0
2704273,3,2,2.0,4795,1,18.0,2016-10-15,57238888.88888889,19627777.777777776,9.0,2.0,14.0,1,1
2704281,3,1,5.0,44,2,3.0,2016-10-22,57883333.333333336,47678888.88888889,11.0,4.0,7.0,-1,0
2754879,3,2,,533,1,,2016-10-26,52006250.0,51020833.333333336,8.0,3.0,4.0,1,1
2704308,3,3,4.0,41,0,18.0,2016-10-30,56311111.11111111,42288888.88888889,8.0,3.0,4.0,1,1
2704319,3,0,6.0,24,1,7.0,2016-11-05,57777777.777777776,28817777.777777776,10.0,6.0,6.0,-1,0
2704333,3,2,4.0,18,1,13.0,2016-11-19,47147222.222222224,97250000.0,9.0,3.0,14.0,1,0
2704355,3,0,5.0,167,0,12.0,2016-11-26,48055555.55555555,29744444.444444444,9.0,3.0,7.0,0,1
2704367,3,0,7.0,533,4,4.0,2016-12-03,44647777.777777776,48808333.333333336,10.0,4.0,7.0,-1,0
2704429,3,1,7.0,16,1,6.0,2016-12-10,44588888.88888889,187677777.7777778,7.0,1.0,7.0,0,1
2704439,3,1,7.0,86,1,14.0,2016-12-17,45700000.0,34155555.55555555,5.0,1.0,7.0,0,0
2704456,3,1,7.0,15,1,9.0,2016-12-21,44138888.88888889,128516666.66666667,6.0,2.0,4.0,0,1
2704463,3,0,7.0,39,0,11.0,2017-01-22,49755555.55555555,39654722.222222224,4.0,2.0,32.0,0,0
2704485,3,6,7.0,105,1,18.0,2017-01-28,47911111.11111111,13321111.111111112,4.0,2.0,6.0,1,0
2704501,3,1,7.0,82,0,14.0,2017-02-04,50522222.222222224,113072222.22222222,7.0,4.0,7.0,1,1
2770143,3,0,,41,2,,2017-02-07,50355555.55555555,42372222.222222224,9.0,6.0,3.0,-1,0
2704513,3,1,7.0,60,2,8.0,2017-02-12,63986111.11111111,31072222.222222224,8.0,3.0,5.0,-1,0
2704528,3,1,7.0,33,1,10.0,2017-02-19,60416666.66666667,97488888.8888889,7.0,0.0,7.0,0,1
2704550,3,1,7.0,23826,3,2.0,2017-02-25,57861111.11111111,69325000.0,7.0,1.0,6.0,-1,0
2704554,3,0,7.0,27,3,1.0,2017-03-04,44019444.44444445,381111111.1111111,4.0,1.0,7.0,-1,1
2704574,3,2,7.0,4795,2,17.0,2017-03-11,62972222.222222224,20594444.444444444,1.0,0.0,7.0,0,0
2704582,3,4,6.0,44,2,5.0,2017-03-18,61916666.666666664,55644444.44444445,2.0,1.0,7.0,1,1
2704591,3,1,6.0,41,2,14.0,2017-04-01,69383333.33333333,50755555.55555555,5.0,4.0,14.0,-1,0
2704609,3,1,5.0,24,0,8.0,2017-04-04,69091666.66666667,36327777.777777776,4.0,3.0,3.0,1,1
2704626,3,2,7.0,18,3,8.0,2017-04-08,68250000.0,98294444.44444445,7.0,3.0,4.0,-1,1
2704645,3,1,7.0,167,2,16.0,2017-04-15,70252777.77777778,35194444.44444445,7.0,3.0,7.0,-1,0
2704654,3,1,8.0,533,1,4.0,2017-04-21,68666666.66666666,65905555.55555555,6.0,0.0,6.0,0,1
2704668,3,0,8.0,16,0,4.0,2017-04-29,71044444.44444445,226722222.22222224,4.0,1.0,8.0,0,0
2704681,3,4,7.0,86,3,8.0,2017-05-05,71916666.66666667,40994444.44444445,5.0,2.0,6.0,1,1
2704695,3,2,7.0,15,2,12.0,2017-05-13,72161111.1111111,127388888.8888889,5.0,4.0,8.0,0,0
2704708,3,2,5.0,39,0,15.0,2017-05-20,69613888.8888889,40205555.55555555,6.0,4.0,7.0,1,1
2864723,3,5,,9470,0,,2017-08-12,67961111.11111112,,9.0,4.0,84.0,1,0
2871499,3,0,11.0,18,1,5.0,2017-08-20,70633333.33333333,98377777.77777778,11.0,6.0,8.0,-1,0
2871545,3,1,17.0,41,3,3.0,2017-08-25,72905555.55555555,41577777.777777776,10.0,3.0,5.0,-1,1
2871596,3,0,18.0,167,3,8.0,2017-09-09,73500000.0,32943333.333333332,7.0,0.0,15.0,-1,0
2919798,3,1,,11,3,,2017-09-14,59755555.55555556,195150000.0,6.0,0.0,5.0,-1,0
2871656,3,0,18.0,16,5,1.0,2017-09-17,57572222.222222224,192447222.22222224,3.0,0.0,3.0,-1,0
2871691,3,0,18.0,24,1,10.0,2017-09-20,55250000.0,38600000.0,0.0,0.0,3.0,-1,1
2871734,3,0,18.0,42,0,4.0,2017-09-24,51600000.0,24537777.77777778,0.0,0.0,4.0,0,0
2919812,3,0,,159,1,,2017-09-28,51788888.88888889,,1.0,1.0,4.0,-1,1
2871773,3,1,18.0,23826,2,4.0,2017-10-01,48874444.44444445,96455555.55555555,1.0,1.0,3.0,-1,1
2871817,3,1,18.0,79,2,11.0,2017-10-13,47978333.333333336,37927777.777777776,1.0,0.0,12.0,-1,0
2919844,3,0,,713,1,,2017-10-19,43955555.55555555,,1.0,0.0,6.0,-1,0
2871855,3,0,18.0,86,0,17.0,2017-10-22,43824444.44444444,40308333.333333336,1.0,0.0,3.0,0,1
2914246,3,3,,44,1,,2017-10-25,46017777.777777776,57600000.0,1.0,1.0,3.0,1,0
2871904,3,1,18.0,15,2,8.0,2017-10-28,49000555.55555555,147038888.8888889,4.0,4.0,3.0,-1,0
2919878,3,5,,713,2,,2017-11-02,46713888.88888889,,4.0,3.0,5.0,1,1
2871955,3,0,18.0,533,3,5.0,2017-11-05,43635000.0,61255555.55555555,7.0,3.0,3.0,-1,1
2871995,3,0,18.0,39,1,12.0,2017-11-18,45905555.55555555,40761111.11111111,7.0,3.0,13.0,-1,0
2919890,3,1,,11,0,,2017-11-23,50425000.0,109688888.88888888,6.0,0.0,5.0,1,1
2872027,3,0,18.0,44,2,11.0,2017-11-26,32285000.0,46166666.666666664,6.0,3.0,3.0,-1,1
2871985,3,2,18.0,33,2,3.0,2017-12-02,41643333.333333336,90700000.0,6.0,3.0,6.0,0,0
2919927,3,0,,159,1,,2017-12-07,40807500.0,,4.0,1.0,5.0,-1,0
2871937,3,3,18.0,60,4,16.0,2017-12-10,42309444.44444445,33482500.0,4.0,1.0,3.0,-1,1
2871908,3,0,18.0,27,1,1.0,2017-12-13,45497222.222222224,327400000.0,4.0,0.0,3.0,-1,0
2871874,3,1,18.0,82,0,12.0,2017-12-16,45560833.333333336,73311111.1111111,1.0,0.0,3.0,1,1
2957392,3,0,,33,1,,2017-12-19,46247777.777777776,78550000.0,4.0,3.0,3.0,-1,0
2871490,3,2,18.0,18,1,6.0,2018-01-14,62533333.333333336,131961111.1111111,3.0,3.0,26.0,1,1
2871506,3,2,18.0,41,0,17.0,2018-01-20,65800000.0,41444444.44444444,6.0,3.0,6.0,1,0
2871569,3,1,18.0,167,1,8.0,2018-01-27,65558333.33333333,54158333.333333336,9.0,6.0,7.0,0,1
2871646,3,2,18.0,16,3,4.0,2018-02-02,67900000.0,191066666.66666666,10.0,4.0,6.0,-1,1
2871678,3,2,18.0,24,4,4.0,2018-02-10,71300000.0,36861111.11111111,7.0,1.0,8.0,-1,0
2871718,3,1,18.0,42,1,7.0,2018-02-17,69563888.8888889,32769444.444444444,7.0,0.0,7.0,0,1
2871756,3,2,18.0,23826,1,6.0,2018-02-25,78238888.8888889,153955555.55555555,5.0,1.0,8.0,1,0
2872107,3,2,18.0,79,3,9.0,2018-03-04,76822222.22222222,52019444.44444444,5.0,4.0,7.0,-1,1
2871795,3,1,18.0,86,3,13.0,2018-03-12,75166666.66666666,55277777.777777776,4.0,3.0,8.0,-1,0
2871829,3,2,17.0,15,0,5.0,2018-03-18,73463888.8888889,166844444.44444445,4.0,0.0,6.0,1,1
2872017,3,0,17.0,533,6,7.0,2018-03-31,72005555.55555555,81605555.55555555,7.0,3.0,13.0,-1,0
2872045,3,1,18.0,39,1,16.0,2018-04-07,72755555.55555555,44405555.55555556,6.0,3.0,7.0,0,1
2872063,3,1,18.0,44,2,9.0,2018-04-14,74330555.55555555,80744444.44444445,4.0,1.0,7.0,-1,0
2872072,3,2,18.0,33,2,2.0,2018-04-22,69433333.33333333,118522222.22222222,4.0,1.0,8.0,0,1
2872082,3,2,18.0,60,3,15.0,2018-04-28,69622222.22222222,35561111.11111111,5.0,1.0,6.0,-1,0
2872090,3,1,18.0,27,3,1.0,2018-05-05,64075000.0,439761111.1111111,2.0,1.0,7.0,-1,1
2872105,3,1,18.0,82,4,16.0,2018-05-12,71141666.66666667,75946666.66666667,2.0,0.0,7.0,-1,0
3048428,3,9,,222,1,,2018-08-19,,,1.0,0.0,99.0,1,0
3096455,3,6,,33,7,,2018-10-31,2500000.0,155916666.66666666,4.0,3.0,73.0,-1,1
3195540,3,6,,108,5,,2019-08-11,55129166.666666664,,3.0,3.0,284.0,1,0
3203428,3,1,13.0,82,2,6.0,2019-08-17,56044444.44444444,128322222.22222222,6.0,3.0,6.0,-1,0
3203449,3,1,17.0,16,3,1.0,2019-08-23,58833333.33333333,407055555.5555556,6.0,3.0,6.0,-1,1
3203457,3,2,14.0,60,1,6.0,2019-08-31,62005555.55555555,69666666.66666667,6.0,0.0,8.0,1,0
3203466,3,0,15.0,18,1,7.0,2019-09-14,60388888.88888889,200416666.66666666,6.0,3.0,14.0,-1,1
3203469,3,0,16.0,27,4,2.0,2019-09-21,55050000.0,535355555.5555556,6.0,3.0,7.0,-1,0
3203484,3,0,17.0,44,4,10.0,2019-09-29,58072222.222222224,97661111.1111111,3.0,0.0,8.0,-1,1
3203494,3,1,17.0,33,1,6.0,2019-10-05,54355555.55555555,108855555.55555555,3.0,0.0,6.0,0,0
3203503,3,3,15.0,127,0,18.0,2019-10-20,53294444.44444445,15300000.0,4.0,1.0,15.0,1,1
3203510,3,1,16.0,39,3,13.0,2019-10-25,54448888.88888889,80116666.66666666,4.0,4.0,5.0,-1,0
3245513,3,2,,1,3,,2019-10-29,65011111.11111111,,4.0,3.0,4.0,-1,0
3203520,3,0,17.0,38,2,13.0,2019-11-03,56697777.777777776,44858333.333333336,4.0,0.0,5.0,-1,0
3203530,3,1,17.0,533,2,5.0,2019-11-08,61050000.0,120650000.0,4.0,0.0,5.0,-1,1
3203533,3,1,17.0,23826,4,2.0,2019-11-23,50416666.666666664,274377777.7777778,3.0,0.0,15.0,-1,0
3203548,3,1,17.0,167,1,14.0,2019-11-30,44572222.222222224,69597222.22222222,0.0,0.0,7.0,0,1
3203558,3,0,18.0,89,2,10.0,2019-12-08,39783333.333333336,15623888.888888888,1.0,1.0,8.0,-1,0
3203566,3,2,17.0,15,0,7.0,2019-12-14,51455555.55555555,222988888.8888889,1.0,1.0,6.0,1,1
3203572,3,4,15.0,24,2,12.0,2019-12-18,46183333.333333336,119355555.55555555,4.0,3.0,4.0,1,0
3203584,3,1,15.0,86,0,17.0,2019-12-21,43241666.666666664,118922222.22222222,7.0,6.0,3.0,1,1
3203593,3,3,13.0,82,1,9.0,2020-01-18,48347222.222222224,159605555.55555555,10.0,6.0,28.0,1,1
3203596,3,1,14.0,16,5,4.0,2020-01-24,49836111.11111111,425000000.0,12.0,6.0,6.0,-1,0
3203611,3,4,14.0,60,0,8.0,2020-02-02,50961111.11111111,90644444.44444445,12.0,3.0,9.0,1,1
3203628,3,1,14.0,27,4,1.0,2020-02-16,55438888.88888889,567500000.0,12.0,3.0,14.0,-1,1
3203637,3,5,13.0,44,0,14.0,2020-02-22,46204444.44444445,151250000.0,9.0,3.0,6.0,1,0
3203647,3,3,12.0,33,0,6.0,2020-02-29,51427777.777777776,136377777.7777778,9.0,3.0,7.0,1,1
3203657,3,2,10.0,127,1,18.0,2020-03-06,51177777.777777776,16808333.333333332,9.0,6.0,6.0,1,0
3203615,3,1,13.0,18,2,3.0,2020-03-11,59555555.55555555,194822222.2222222,12.0,6.0,5.0,-1,0
3203665,3,2,10.0,39,2,15.0,2020-05-17,57286666.66666667,68727777.77777778,9.0,3.0,67.0,0,1
3203674,3,2,10.0,38,2,16.0,2020-05-24,59771111.11111111,27390277.777777776,10.0,1.0,7.0,0,1
3203681,3,1,11.0,533,3,7.0,2020-05-27,45333333.333333336,93506666.66666667,8.0,2.0,3.0,-1,0
3203692,3,2,12.0,23826,4,3.0,2020-06-01,42676666.666666664,313494444.4444445,5.0,1.0,5.0,-1,1
3203701,3,1,12.0,167,1,13.0,2020-06-07,44806666.666666664,63291666.66666667,2.0,0.0,6.0,0,0
3203710,3,1,12.0,89,2,14.0,2020-06-13,54675555.55555555,20238333.333333332,3.0,1.0,6.0,-1,1
3203714,3,1,13.0,15,3,4.0,2020-06-17,52353333.333333336,230783333.3333333,2.0,1.0,4.0,-1,0
3203728,3,1,14.0,24,1,9.0,2020-06-20,50085555.55555555,116166666.66666667,1.0,0.0,3.0,0,1
3203735,3,1,14.0,86,6,16.0,2020-06-27,44776666.666666664,83711111.1111111,2.0,1.0,7.0,-1,0
3422907,3,6,,17847,0,,2020-09-12,41015555.55555555,,2.0,1.0,77.0,1,0
3412889,3,2,12.0,533,3,6.0,2020-09-19,54505555.55555556,99748888.8888889,4.0,3.0,7.0,-1,1
3412909,3,0,16.0,10,1,6.0,2020-09-26,52565000.0,20338888.888888888,4.0,3.0,7.0,-1,0
3412925,3,1,16.0,18,3,11.0,2020-10-03,52478055.55555556,201278888.8888889,4.0,0.0,7.0,-1,1
3412943,3,1,16.0,24,1,4.0,2020-10-18,57976666.666666664,85244444.44444445,3.0,0.0,15.0,0,1
3412963,3,1,16.0,79,1,5.0,2020-10-23,59403333.33333333,39182222.222222224,4.0,1.0,5.0,0,0
3412979,3,1,16.0,27,2,1.0,2020-10-31,58096388.88888889,419400000.0,2.0,2.0,8.0,-1,1
3412998,3,1,16.0,86,1,9.0,2020-11-06,57691111.11111111,58145555.55555555,2.0,1.0,6.0,0,0
3413016,3,1,17.0,89,2,5.0,2020-11-22,52310833.333333336,30983333.333333336,3.0,1.0,16.0,-1,1
